aX,aY,aZ,gX,gY,gZ
0.369,-0.386,-0.468,-166.390,-167.510,269.150
0.335,-0.394,-0.479,-157.920,-163.940,266.910
0.294,-0.351,-0.445,-146.090,-159.740,264.530
0.253,-0.264,-0.392,-134.750,-157.290,261.240
0.192,-0.259,-0.352,-131.810,-155.820,255.850
0.148,-0.298,-0.362,-134.680,-154.840,249.060
0.124,-0.236,-0.410,-126.560,-152.110,245.980
0.109,-0.131,-0.446,-116.200,-149.030,242.970
0.102,-0.127,-0.493,-106.260,-145.810,238.630
0.092,-0.092,-0.497,-97.930,-144.410,234.150
0.046,-0.030,-0.474,-87.920,-142.520,229.250
-0.031,0.022,-0.445,-77.910,-138.040,224.210
-0.084,0.049,-0.409,-72.450,-134.260,218.400
-0.138,0.051,-0.379,-67.690,-130.060,212.660
-0.160,0.063,-0.407,-66.570,-126.140,208.390
-0.134,0.051,-0.433,-66.500,-121.100,199.640
-0.215,0.122,-0.440,-60.340,-115.850,192.010
-0.325,0.122,-0.465,-55.860,-90.020,173.040
-0.277,0.161,-0.423,-54.250,-78.470,165.830
-0.289,0.158,-0.398,-45.920,-77.000,169.820
-0.184,0.130,-0.385,-39.900,-83.650,173.880
-0.197,0.132,-0.374,-40.040,-77.840,162.890
-0.278,0.197,-0.383,-44.590,-69.300,148.120
-0.320,0.230,-0.421,-51.100,-63.980,135.380
-0.346,0.224,-0.448,-53.410,-60.480,124.460
-0.369,0.324,-0.443,-45.850,-58.870,118.440
-0.442,0.335,-0.485,-44.240,-46.060,112.210
-0.463,0.346,-0.495,-37.520,-45.500,109.620
-0.391,0.362,-0.519,-32.200,-47.810,105.980
-0.390,0.411,-0.534,-28.070,-39.200,94.290
-0.432,0.425,-0.528,-22.750,-36.820,90.370
-0.502,0.436,-0.507,-16.870,-33.530,88.900
-0.546,0.478,-0.476,-11.130,-31.570,89.110
-0.525,0.458,-0.464,-7.490,-21.910,81.690
-0.582,0.437,-0.478,-1.890,-15.680,80.990
-0.557,0.392,-0.504,-1.960,-11.270,78.120
-0.553,0.433,-0.508,-6.930,-10.220,77.980
-0.537,0.452,-0.533,-10.360,-15.190,78.190
-0.561,0.471,-0.587,-12.040,-12.880,72.660
-0.606,0.533,-0.588,-9.730,-12.600,67.690
-0.607,0.557,-0.581,-8.540,-15.050,61.250
-0.615,0.559,-0.584,-8.400,-18.060,52.920
-0.643,0.570,-0.597,-7.560,-18.550,46.760
-0.691,0.571,-0.611,-12.670,-18.340,37.030
-0.727,0.560,-0.621,-13.300,-18.760,31.010
-0.748,0.599,-0.603,-12.110,-19.950,26.040
-0.762,0.618,-0.610,-11.620,-21.560,21.700
-0.793,0.630,-0.636,-11.620,-22.470,15.820
-0.818,0.663,-0.653,-11.830,-22.260,9.240
-0.833,0.694,-0.656,-9.520,-22.540,2.590
-0.859,0.729,-0.672,-7.630,-19.670,-6.160
-0.851,0.750,-0.691,-8.680,-15.330,-22.120
-0.902,0.790,-0.679,-9.660,-15.540,-29.260
-0.930,0.799,-0.693,-7.420,-15.470,-37.170
-0.890,0.798,-0.686,-6.090,-15.890,-46.970
-0.903,0.806,-0.674,-5.250,-15.470,-56.700
-0.885,0.783,-0.681,-6.090,-15.610,-67.340
-0.862,0.773,-0.681,-8.890,-14.980,-79.240
-0.863,0.762,-0.674,-14.770,-13.440,-94.990
-0.872,0.765,-0.653,-18.760,-10.220,-107.660
-0.874,0.774,-0.617,-19.880,-6.580,-119.910
-0.854,0.755,-0.551,-19.740,-4.340,-131.110
-0.824,0.718,-0.528,-17.990,-2.030,-140.280
-0.794,0.701,-0.514,-12.390,3.220,-148.050
-0.768,0.676,-0.488,-3.570,9.030,-154.840
-0.719,0.620,-0.473,10.990,14.560,-161.980
-0.670,0.580,-0.474,25.410,21.070,-166.390
-0.634,0.540,-0.471,42.630,29.470,-169.540
-0.587,0.476,-0.471,59.430,38.290,-171.360
-0.543,0.402,-0.469,71.890,46.690,-171.850
-0.498,0.326,-0.452,81.130,52.850,-171.920
-0.470,0.269,-0.457,86.940,59.360,-171.290

0.905,-1.208,-0.428,98.070,59.920,-163.100
0.920,-1.215,-0.447,91.070,53.690,-154.700
0.921,-1.245,-0.464,84.630,47.530,-147.140
0.943,-1.293,-0.481,78.750,41.510,-139.090
0.962,-1.324,-0.471,73.430,35.910,-130.270
0.982,-1.404,-0.479,69.020,30.520,-120.470
1.028,-1.473,-0.452,67.830,26.740,-108.010
1.077,-1.536,-0.433,67.970,24.710,-93.660
1.093,-1.589,-0.409,64.820,24.150,-78.400
1.101,-1.655,-0.413,61.040,21.280,-61.740
1.102,-1.668,-0.422,57.540,21.000,-42.770
1.106,-1.706,-0.421,51.940,20.090,-22.820
1.115,-1.773,-0.411,31.360,17.080,3.150
1.120,-1.795,-0.400,12.390,11.620,22.330
1.096,-1.761,-0.391,-4.200,5.250,41.090
1.061,-1.712,-0.390,-18.620,-0.700,59.430
1.027,-1.669,-0.388,-31.710,-5.880,76.510
1.016,-1.656,-0.382,-44.310,-10.010,92.610
1.023,-1.677,-0.386,-57.330,-15.470,107.870
1.060,-1.670,-0.399,-67.550,-20.230,122.780
1.077,-1.663,-0.402,-77.420,-24.640,136.430
1.078,-1.652,-0.391,-87.430,-28.770,149.590
1.086,-1.613,-0.391,-95.760,-32.760,166.460
1.085,-1.539,-0.396,-103.530,-36.330,177.730
1.080,-1.504,-0.409,-107.800,-41.020,188.300
1.102,-1.447,-0.410,-110.950,-46.200,198.380
1.088,-1.392,-0.403,-112.980,-52.150,208.320
1.071,-1.340,-0.406,-115.500,-55.580,217.210
1.053,-1.285,-0.400,-117.110,-59.290,225.890
1.026,-1.229,-0.399,-118.790,-63.700,235.410
0.999,-1.206,-0.389,-123.480,-68.880,241.640
0.994,-1.181,-0.387,-127.750,-74.410,247.100
0.979,-1.127,-0.376,-130.690,-79.800,252.280
0.952,-1.093,-0.357,-134.330,-86.100,255.570
0.908,-1.075,-0.357,-136.010,-89.810,257.740
0.881,-1.022,-0.352,-134.260,-93.310,260.050
0.857,-0.984,-0.350,-133.280,-94.080,259.980
0.825,-0.930,-0.347,-132.580,-93.730,260.680
0.770,-0.895,-0.351,-129.710,-96.180,263.760
0.748,-0.878,-0.358,-130.830,-97.370,264.670
0.726,-0.816,-0.370,-133.560,-99.120,264.320
0.699,-0.734,-0.363,-132.440,-102.830,265.370
0.617,-0.678,-0.362,-128.940,-105.000,267.750
0.573,-0.659,-0.373,-124.740,-105.280,269.010
0.527,-0.615,-0.366,-119.140,-104.930,270.480
0.477,-0.529,-0.344,-115.500,-105.070,270.410
0.403,-0.514,-0.319,-114.100,-105.630,268.800
0.351,-0.540,-0.324,-114.590,-104.370,266.280
0.326,-0.534,-0.309,-117.250,-103.950,263.200
0.302,-0.502,-0.337,-118.230,-103.180,260.470
0.286,-0.490,-0.346,-117.180,-102.480,257.530
0.252,-0.445,-0.367,-118.580,-101.990,253.750
0.201,-0.400,-0.397,-116.760,-100.100,248.570
0.159,-0.355,-0.421,-115.010,-97.930,244.090
0.132,-0.322,-0.422,-111.230,-96.810,238.980
0.105,-0.274,-0.415,-103.740,-95.690,234.780
0.078,-0.275,-0.420,-101.220,-92.120,230.510
0.047,-0.286,-0.449,-98.140,-88.970,225.400
0.013,-0.217,-0.451,-93.660,-86.310,221.060
-0.015,-0.163,-0.437,-85.750,-83.510,215.740
-0.051,-0.146,-0.441,-80.500,-80.430,208.950
-0.088,-0.164,-0.449,-81.690,-77.140,202.790
-0.105,-0.138,-0.446,-81.900,-73.220,196.770
-0.124,-0.098,-0.460,-78.400,-68.180,190.400
-0.116,-0.069,-0.488,-75.810,-66.920,186.550
-0.134,-0.082,-0.511,-74.830,-69.300,163.310
-0.125,-0.053,-0.523,-74.130,-67.130,171.850
-0.176,-0.021,-0.530,-71.050,-65.450,161.490
-0.219,0.015,-0.526,-66.710,-64.260,154.770
-0.244,0.040,-0.546,-61.040,-61.040,157.080
-0.268,0.041,-0.547,-57.050,-53.830,149.520
-0.319,0.056,-0.513,-49.560,-46.480,139.790
-0.305,0.062,-0.486,-50.260,-44.450,137.690
-0.329,0.015,-0.517,-51.520,-47.110,140.980
-0.297,0.035,-0.510,-50.960,-48.160,143.640
-0.309,0.115,-0.523,-46.200,-42.770,139.650
-0.335,0.134,-0.562,-42.630,-35.840,132.440
-0.369,0.143,-0.620,-36.050,-31.010,128.100
-0.387,0.192,-0.615,-29.120,-32.550,127.820
-0.396,0.181,-0.650,-26.600,-23.380,117.950
-0.414,0.215,-0.621,-16.310,-26.740,120.120
-0.444,0.226,-0.615,-11.900,-24.710,118.020
-0.458,0.223,-0.590,-7.070,-22.050,113.750
-0.465,0.232,-0.560,-0.700,-18.130,110.670
-0.491,0.239,-0.549,4.130,-15.890,109.690
-0.548,0.260,-0.563,7.210,-13.090,111.860
-0.599,0.278,-0.580,10.010,-12.740,110.880
-0.596,0.286,-0.607,13.090,-11.550,108.640
-0.599,0.291,-0.620,14.350,-10.500,104.580
-0.580,0.271,-0.636,12.320,-10.290,99.820
-0.584,0.262,-0.663,9.800,-10.500,95.760
-0.604,0.275,-0.654,7.560,-10.780,92.610
-0.635,0.276,-0.680,4.060,-10.570,89.320
-0.672,0.307,-0.699,1.050,-9.800,84.560
-0.691,0.364,-0.692,0.140,-9.310,79.730
-0.701,0.385,-0.703,-0.350,-9.310,74.970
-0.722,0.403,-0.690,-0.770,-9.730,71.190
-0.743,0.423,-0.682,-0.070,-11.060,66.640
-0.778,0.428,-0.669,-0.210,-12.740,63.070
-0.813,0.423,-0.673,-0.770,-14.980,59.920
-0.831,0.438,-0.686,-1.400,-16.450,57.680
-0.860,0.464,-0.698,-0.560,-17.780,55.650
-0.864,0.497,-0.721,-1.120,-16.170,51.800
-0.871,0.537,-0.769,0.140,-16.870,45.710
-0.855,0.551,-0.817,-2.310,-15.260,37.240
-0.828,0.586,-0.848,-4.340,-15.470,30.030
-0.832,0.614,-0.880,-5.460,-15.820,19.320
-0.799,0.635,-0.898,-8.680,-15.330,6.300
-0.785,0.660,-0.909,-12.040,-14.630,-6.580
-0.791,0.677,-0.908,-14.840,-14.000,-18.270
-0.786,0.700,-0.880,-17.850,-11.760,-30.940
-0.777,0.726,-0.855,-18.760,-9.310,-46.410
-0.758,0.738,-0.821,-17.360,-8.400,-57.260
-0.745,0.735,-0.783,-14.490,-7.980,-67.480
-0.737,0.718,-0.723,-11.130,-7.630,-76.440
-0.724,0.706,-0.691,-5.950,-7.210,-84.490
-0.716,0.686,-0.667,0.490,-6.370,-91.910
-0.701,0.653,-0.656,7.420,-5.110,-101.080
-0.691,0.603,-0.645,12.950,-3.570,-108.010

0.851,-1.014,-0.719,41.090,72.450,-155.540
0.942,-1.087,-0.753,47.180,73.010,-146.650
1.000,-1.134,-0.760,53.970,71.820,-136.570
1.039,-1.201,-0.763,60.060,69.300,-124.670
1.098,-1.297,-0.769,64.540,65.660,-110.670
1.158,-1.379,-0.761,65.030,58.800,-76.580
1.195,-1.471,-0.763,56.210,47.880,-72.520
1.207,-1.527,-0.737,42.210,34.090,-56.210
1.178,-1.560,-0.714,26.320,19.530,-39.550
1.137,-1.563,-0.706,10.360,7.980,-22.890
1.107,-1.542,-0.706,1.820,-2.380,-5.320
1.062,-1.501,-0.714,-2.730,-11.410,12.950
1.017,-1.468,-0.695,-4.830,-15.890,30.450
0.966,-1.465,-0.671,-10.150,-20.580,47.460
0.939,-1.477,-0.651,-19.250,-25.270,66.640
0.914,-1.488,-0.635,-33.390,-30.660,79.170
0.894,-1.470,-0.633,-43.120,-35.070,90.650
0.870,-1.455,-0.630,-49.280,-38.500,100.940
0.881,-1.472,-0.625,-55.510,-43.260,110.600
0.910,-1.460,-0.623,-60.970,-47.180,119.630
0.911,-1.421,-0.622,-64.260,-51.240,128.030
0.912,-1.398,-0.612,-67.480,-55.160,136.780
0.923,-1.379,-0.602,-70.350,-59.500,148.470
0.931,-1.330,-0.593,-71.470,-63.770,157.010
0.934,-1.273,-0.590,-71.050,-67.690,165.410
0.930,-1.235,-0.590,-70.560,-71.120,173.740
0.933,-1.197,-0.564,-70.000,-75.530,182.070
0.925,-1.177,-0.547,-71.750,-78.820,189.770
0.921,-1.160,-0.530,-74.060,-82.390,196.980
0.910,-1.121,-0.510,-75.810,-85.890,205.730
0.894,-1.093,-0.500,-80.010,-89.040,211.540
0.874,-1.077,-0.488,-85.820,-91.910,216.370
0.860,-1.065,-0.487,-90.650,-94.990,220.500
0.863,-1.042,-0.500,-92.680,-97.790,225.050
0.859,-1.004,-0.490,-95.200,-99.890,228.830
0.836,-0.977,-0.486,-99.050,-100.660,231.280
0.823,-0.956,-0.468,-103.880,-102.620,235.970
0.814,-0.954,-0.472,-110.320,-105.000,239.680
0.805,-0.910,-0.457,-114.730,-111.300,244.160
0.758,-0.843,-0.453,-119.770,-118.230,248.570
0.700,-0.810,-0.466,-123.550,-121.170,251.790
0.675,-0.796,-0.471,-126.700,-123.550,255.640
0.653,-0.724,-0.452,-129.010,-125.650,258.300
0.630,-0.671,-0.429,-131.530,-128.450,261.100
0.583,-0.651,-0.414,-132.370,-130.900,262.780
0.522,-0.581,-0.402,-129.920,-131.950,263.900
0.441,-0.520,-0.390,-126.560,-130.830,264.810
0.344,-0.482,-0.386,-123.620,-126.770,265.860
0.300,-0.475,-0.411,-122.780,-122.220,265.440
0.263,-0.433,-0.429,-120.960,-118.510,265.020
0.240,-0.399,-0.449,-119.630,-115.570,260.890
0.218,-0.370,-0.467,-116.550,-114.100,258.510
0.188,-0.309,-0.474,-112.000,-113.190,255.080
0.152,-0.234,-0.464,-105.350,-112.630,250.880
0.108,-0.204,-0.451,-99.820,-111.300,246.680
0.058,-0.182,-0.437,-94.500,-108.780,242.690
0.022,-0.126,-0.414,-86.170,-105.980,239.260
-0.011,-0.096,-0.410,-78.330,-102.690,235.620
-0.038,-0.077,-0.420,-69.510,-98.280,231.070
-0.077,-0.084,-0.454,-62.510,-92.540,227.640
-0.080,-0.105,-0.468,-64.400,-87.920,222.320
-0.068,-0.065,-0.513,-65.030,-85.190,217.000
-0.086,-0.030,-0.529,-62.790,-83.300,209.930
-0.122,0.018,-0.524,-56.910,-80.150,203.630
-0.181,0.061,-0.524,-51.240,-76.790,180.320
-0.218,0.094,-0.505,-42.000,-72.100,191.520
-0.229,0.117,-0.475,-29.400,-76.230,190.470
-0.241,0.105,-0.490,-25.970,-69.930,187.460
-0.307,0.092,-0.512,-29.400,-63.980,172.830
-0.411,0.224,-0.534,-27.650,-37.590,168.630
-0.385,0.228,-0.529,-13.160,-36.750,168.000
-0.338,0.196,-0.539,-7.210,-37.380,169.190
-0.282,0.171,-0.562,-5.180,-40.250,169.470
-0.297,0.206,-0.584,-8.960,-36.190,157.500
-0.324,0.275,-0.624,-2.100,-28.560,139.230
-0.399,0.259,-0.645,8.890,-25.900,134.050
-0.404,0.238,-0.630,10.850,-25.340,130.690
-0.400,0.246,-0.590,7.630,-26.740,124.740
-0.407,0.236,-0.577,-1.890,-24.640,114.590
-0.465,0.260,-0.604,-5.950,-26.740,109.550
-0.507,0.324,-0.636,-6.720,-30.310,107.240
-0.519,0.393,-0.693,-3.710,-27.580,97.300
-0.562,0.504,-0.703,5.810,-28.980,94.710
-0.595,0.498,-0.719,13.090,-22.610,88.270
-0.617,0.477,-0.683,18.410,-19.880,85.120
-0.631,0.443,-0.657,23.450,-17.360,81.340
-0.612,0.382,-0.511,25.130,-12.670,75.670
-0.603,0.293,-0.578,23.100,-12.880,72.870
-0.583,0.209,-0.583,11.760,-12.110,67.690
-0.589,0.161,-0.604,2.380,-11.410,62.650
-0.605,0.176,-0.626,-3.290,-8.750,59.710
-0.629,0.224,-0.671,-7.280,-6.650,58.590
-0.642,0.260,-0.697,-6.720,-3.710,55.020
-0.648,0.292,-0.688,-4.690,-4.060,55.510
-0.662,0.294,-0.725,-4.550,-4.480,53.830
-0.680,0.342,-0.740,-4.620,-1.260,50.960
-0.729,0.389,-0.762,-1.470,-1.120,53.130
-0.740,0.397,-0.790,-0.700,0.000,52.780
-0.752,0.396,-0.791,0.000,-1.540,52.220
-0.756,0.431,-0.797,0.070,-3.710,51.380
-0.756,0.466,-0.792,0.140,-6.020,49.000
-0.762,0.488,-0.783,0.000,-6.440,44.520
-0.794,0.507,-0.763,0.420,-6.160,40.110
-0.791,0.519,-0.748,0.280,-7.560,35.560
-0.785,0.529,-0.754,1.750,-9.660,28.770
-0.779,0.550,-0.768,2.310,-8.680,20.370
-0.785,0.578,-0.760,0.980,-11.410,11.410
-0.778,0.605,-0.766,0.280,-12.040,0.980
-0.747,0.621,-0.772,1.890,-12.880,-9.940
-0.751,0.623,-0.752,-1.890,-12.670,-26.740
-0.772,0.659,-0.756,-4.060,-12.530,-35.980
-0.741,0.645,-0.763,-4.830,-13.930,-46.690
-0.708,0.649,-0.747,-4.550,-14.840,-58.310
-0.724,0.673,-0.731,-3.010,-13.790,-68.390
-0.719,0.676,-0.714,0.770,-14.140,-77.280
-0.703,0.657,-0.698,5.740,-14.560,-88.690
-0.672,0.643,-0.681,10.570,-13.930,-95.340
-0.669,0.611,-0.664,14.700,-10.920,-102.690
-0.658,0.575,-0.628,20.510,-12.810,-105.770

0.752,-0.983,-0.825,23.380,108.150,-131.110
0.842,-1.029,-0.801,37.870,107.660,-124.180
0.896,-1.117,-0.800,45.640,102.060,-115.710
0.944,-1.179,-0.807,48.790,92.540,-104.020
0.967,-1.226,-0.821,53.060,80.010,-91.980
0.979,-1.323,-0.819,51.450,65.450,-80.850
1.010,-1.427,-0.799,44.100,50.330,-69.790
1.022,-1.476,-0.812,35.700,36.540,-57.330
1.014,-1.482,-0.813,29.190,23.170,-41.650
0.959,-1.487,-0.817,23.100,6.860,-25.830
0.864,-1.460,-0.806,18.060,-2.520,-8.400
0.782,-1.446,-0.810,12.530,-6.300,7.630
0.722,-1.453,-0.839,5.950,-8.890,24.290
0.681,-1.454,-0.866,-0.700,-9.870,44.730
0.681,-1.470,-0.883,-7.000,-9.800,57.190
0.694,-1.485,-0.898,-14.560,-11.270,68.530
0.719,-1.493,-0.901,-23.870,-15.750,77.350
0.752,-1.501,-0.889,-34.510,-21.000,84.770
0.756,-1.482,-0.882,-41.300,-28.770,93.450
0.762,-1.451,-0.882,-47.250,-35.630,101.850
0.769,-1.415,-0.884,-53.340,-42.070,112.490
0.780,-1.361,-0.873,-57.260,-47.950,120.190
0.799,-1.329,-0.862,-61.460,-54.670,127.820
0.815,-1.285,-0.848,-64.680,-62.300,135.030
0.823,-1.232,-0.822,-68.390,-72.450,142.240
0.822,-1.198,-0.808,-73.430,-79.870,148.750
0.818,-1.160,-0.789,-78.750,-87.570,155.260
0.809,-1.111,-0.778,-82.320,-94.640,164.570
0.795,-1.038,-0.770,-83.300,-100.100,171.570
0.774,-1.003,-0.768,-82.110,-103.530,178.220
0.769,-0.985,-0.753,-81.970,-106.400,183.890
0.764,-0.962,-0.738,-81.130,-109.690,189.210
0.752,-0.948,-0.722,-80.290,-111.160,193.830
0.735,-0.915,-0.700,-79.660,-111.580,198.310
0.712,-0.881,-0.681,-80.780,-112.980,201.740
0.691,-0.894,-0.675,-84.420,-116.060,203.630
0.682,-0.849,-0.661,-86.520,-120.680,206.850
0.665,-0.825,-0.656,-89.250,-123.620,209.230
0.648,-0.806,-0.646,-93.520,-129.080,212.380
0.614,-0.755,-0.643,-95.200,-132.650,213.640
0.582,-0.693,-0.640,-94.080,-135.450,217.490
0.530,-0.655,-0.626,-90.580,-136.220,219.940
0.481,-0.613,-0.611,-85.400,-136.220,223.230
0.435,-0.555,-0.596,-78.470,-134.890,226.730
0.377,-0.520,-0.572,-70.770,-132.160,228.830
0.335,-0.493,-0.558,-59.570,-125.720,230.020
0.285,-0.473,-0.523,-46.900,-120.050,231.490
0.270,-0.510,-0.475,-41.720,-115.570,231.140
0.246,-0.560,-0.448,-42.630,-112.350,228.480
0.209,-0.543,-0.407,-43.750,-108.640,225.610
0.164,-0.543,-0.400,-48.160,-104.440,224.280
0.102,-0.502,-0.410,-51.660,-99.680,224.980
0.056,-0.433,-0.437,-49.210,-96.180,225.960
0.020,-0.375,-0.484,-47.180,-87.640,227.640
0.004,-0.331,-0.505,-42.910,-82.320,227.570
-0.010,-0.286,-0.498,-38.010,-77.980,225.890
-0.016,-0.296,-0.492,-38.780,-71.120,220.290
-0.017,-0.333,-0.478,-41.020,-68.880,216.510
-0.003,-0.353,-0.473,-45.500,-65.800,211.400
-0.034,-0.287,-0.451,-47.530,-65.870,208.950
-0.061,-0.267,-0.462,-47.460,-65.730,206.360
-0.084,-0.275,-0.488,-46.620,-64.680,205.380
-0.098,-0.261,-0.517,-45.010,-64.470,204.750
-0.095,-0.208,-0.513,-42.210,-64.120,202.090
-0.116,-0.189,-0.513,-40.600,-61.880,197.890
-0.130,-0.198,-0.535,-37.310,-56.490,193.550
-0.196,-0.153,-0.510,-37.100,-59.360,198.660
-0.208,-0.230,-0.619,-44.380,-24.220,159.740
-0.239,-0.066,-0.538,-32.410,-31.360,174.580
-0.252,-0.142,-0.577,-35.070,-29.190,173.530
-0.206,-0.102,-0.573,-37.590,-28.700,172.690
-0.226,-0.035,-0.549,-38.430,-23.310,165.550
-0.256,0.033,-0.565,-36.260,-10.220,151.060
-0.314,0.074,-0.533,-31.220,-6.580,143.430
-0.356,0.081,-0.549,-23.590,0.560,137.200
-0.378,0.131,-0.536,-13.790,0.140,139.440
-0.356,0.126,-0.541,-11.270,-0.560,142.520
-0.394,0.122,-0.539,-7.490,-3.780,143.780
-0.364,0.121,-0.549,-8.610,-3.220,141.890
-0.402,0.154,-0.571,-5.880,-9.800,148.120
-0.411,0.136,-0.602,-7.420,-7.280,142.310
-0.410,0.176,-0.606,-3.850,-3.990,136.850
-0.413,0.227,-0.601,0.490,-3.150,132.860
-0.439,0.247,-0.605,1.470,3.010,124.670
-0.472,0.264,-0.628,5.600,11.060,117.110
-0.472,0.331,-0.638,10.080,18.340,113.050
-0.490,0.372,-0.646,14.910,24.290,111.930
-0.517,0.387,-0.628,16.590,21.420,113.610
-0.501,0.360,-0.633,12.600,19.810,108.920
-0.508,0.352,-0.644,5.180,18.340,102.620
-0.488,0.328,-0.678,-0.070,17.360,92.190
-0.501,0.360,-0.696,-2.730,15.050,85.050
-0.526,0.401,-0.730,-4.270,11.550,79.660
-0.522,0.411,-0.766,-5.670,8.050,74.060
-0.536,0.403,-0.787,-7.490,2.100,70.210
-0.557,0.424,-0.804,-6.440,-2.380,67.620
-0.590,0.452,-0.813,-2.800,-4.410,64.540
-0.620,0.462,-0.819,2.240,-3.220,62.020
-0.622,0.438,-0.805,6.440,-3.850,59.080
-0.636,0.434,-0.815,8.400,-7.420,57.190
-0.657,0.460,-0.812,10.360,-10.640,54.600
-0.641,0.549,-0.906,14.840,-6.300,56.350
-0.573,0.473,-0.842,15.960,-9.170,35.910
-0.703,0.718,-0.872,9.660,-8.680,28.350
-0.732,0.661,-0.919,11.480,-7.140,27.650
-0.603,0.509,-0.924,7.630,-19.460,15.890
-0.554,0.542,-0.907,2.660,-25.690,7.700
-0.671,0.627,-0.887,1.680,-30.030,6.300
-0.711,0.624,-0.900,1.890,-29.050,-3.430
-0.639,0.627,-0.882,0.000,-35.980,-7.700
-0.628,0.607,-0.910,1.540,-38.710,-13.510
-0.612,0.579,-0.905,2.380,-38.850,-23.240
-0.617,0.587,-0.878,4.900,-43.400,-23.730
-0.607,0.514,-0.899,9.030,-41.860,-39.480
-0.537,0.484,-0.892,9.030,-37.590,-52.360
-0.515,0.454,-0.888,4.130,-30.730,-66.360
-0.535,0.452,-0.848,1.050,-26.320,-76.580
-0.556,0.444,-0.824,-0.210,-26.110,-80.360
-0.563,0.429,-0.820,0.840,-20.790,-107.100

0.543,-1.061,-0.946,3.220,54.600,-132.510
0.596,-1.118,-1.008,0.910,55.650,-129.150
0.636,-1.176,-1.051,0.280,52.780,-123.620
0.634,-1.210,-1.079,3.150,46.830,-113.120
0.639,-1.258,-1.113,4.060,43.330,-103.950
0.666,-1.263,-1.127,7.770,38.080,-90.090
0.666,-1.268,-1.142,11.620,32.340,-78.330
0.671,-1.271,-1.172,13.790,24.290,-64.960
0.641,-1.278,-1.182,18.900,17.220,-48.860
0.630,-1.275,-1.186,23.240,13.300,-34.230
0.606,-1.278,-1.178,28.700,8.190,-19.670
0.576,-1.279,-1.178,31.570,3.430,-1.050
0.558,-1.320,-1.168,29.820,-3.150,11.340
0.557,-1.346,-1.144,25.410,-11.550,22.820
0.562,-1.365,-1.101,17.710,-21.770,32.550
0.562,-1.391,-1.060,7.000,-50.400,41.580
0.558,-1.403,-1.011,-4.060,-46.410,50.540
0.566,-1.406,-0.976,-14.560,-56.350,59.080
0.570,-1.387,-0.943,-25.410,-65.590,66.570
0.576,-1.360,-0.934,-35.560,-73.780,73.780
0.574,-1.300,-0.929,-44.660,-80.500,83.930
0.586,-1.262,-0.921,-50.190,-86.450,91.490
0.605,-1.228,-0.901,-55.370,-93.170,99.610
0.621,-1.194,-0.860,-59.990,-97.580,107.730
0.630,-1.168,-0.833,-64.120,-101.710,115.150
0.632,-1.131,-0.802,-65.940,-104.790,125.370
0.630,-1.076,-0.780,-68.040,-107.520,133.420
0.617,-1.041,-0.758,-69.160,-110.460,141.260
0.605,-1.019,-0.754,-69.370,-112.630,149.170
0.599,-0.988,-0.762,-70.000,-114.940,156.100
0.598,-0.944,-0.753,-69.440,-117.670,162.680
0.595,-0.916,-0.741,-67.200,-120.120,169.400
0.584,-0.881,-0.702,-66.010,-122.990,178.080
0.559,-0.857,-0.649,-66.360,-125.930,183.260
0.521,-0.838,-0.598,-65.240,-129.010,187.110
0.495,-0.837,-0.560,-64.540,-133.000,190.470
0.447,-0.818,-0.543,-69.020,-135.170,193.270
0.387,-0.767,-0.541,-74.200,-136.430,196.070
0.333,-0.718,-0.567,-79.240,-136.780,198.800
0.300,-0.669,-0.584,-83.090,-136.570,199.920
0.276,-0.622,-0.590,-81.550,-136.290,200.970
0.246,-0.577,-0.591,-81.550,-135.170,201.040
0.221,-0.558,-0.600,-79.520,-134.470,200.900
0.196,-0.538,-0.615,-77.770,-131.530,201.670
0.187,-0.532,-0.621,-77.140,-130.270,202.020
0.174,-0.491,-0.609,-78.610,-130.410,200.970
0.148,-0.462,-0.598,-79.450,-131.040,198.730
0.098,-0.423,-0.605,-79.100,-130.410,197.400
0.070,-0.403,-0.613,-77.700,-129.010,194.950
0.050,-0.371,-0.614,-73.990,-127.610,193.200
0.028,-0.334,-0.504,-69.510,-124.460,191.030
-0.015,-0.299,-0.620,-63.840,-121.030,188.860
-0.051,-0.292,-0.615,-56.630,-116.760,187.670
-0.079,-0.302,-0.604,-48.790,-112.210,185.780
-0.087,-0.287,-0.585,-43.470,-108.570,184.310
-0.105,-0.266,-0.561,-37.170,-104.930,182.630
-0.123,-0.257,-0.576,-32.410,-100.240,183.190
-0.175,-0.227,-0.587,-28.490,-92.050,182.980
-0.191,-0.187,-0.600,-25.550,-86.380,182.350
-0.204,-0.158,-0.618,-24.080,-82.460,181.650
-0.219,-0.135,-0.658,-22.050,-77.770,178.500
-0.228,-0.092,-0.645,-20.370,-73.500,175.560
-0.244,-0.055,-0.612,-17.360,-71.120,172.830
-0.285,-0.048,-0.567,-12.460,-68.600,170.660
-0.342,-0.049,-0.507,-3.430,-66.850,169.820
-0.391,-0.041,-0.459,6.160,-62.090,170.100
-0.426,-0.037,-0.474,4.200,-49.840,166.110
-0.445,-0.061,-0.559,-3.290,-33.670,159.180
-0.476,0.035,-0.539,1.330,-28.070,154.280
-0.481,0.057,-0.566,0.980,-20.860,153.160
-0.461,0.057,-0.577,2.730,-24.710,157.430
-0.429,0.078,-0.580,3.290,-25.060,153.370
