aX,aY,aZ,gX,gY,gZ
-0.576,0.352,-0.905,-25.900,-34.020,-125.650
-0.541,0.332,-0.878,-21.280,-30.310,-130.480
-0.541,0.315,-0.845,-14.490,-26.180,-136.010
-0.509,0.278,-0.808,-7.280,-23.870,-139.650
-0.475,0.242,-0.778,3.710,-21.420,-142.380
-0.463,0.200,-0.745,12.460,-17.500,-144.480
-0.445,0.166,-0.717,21.560,-12.740,-147.070
-0.426,0.127,-0.670,29.820,-8.540,-148.610
-0.386,0.084,-0.638,36.120,-6.020,-149.590
-0.369,0.053,-0.619,42.210,-3.290,-150.780
-0.358,0.050,-0.596,48.440,0.350,-152.390
-0.349,0.040,-0.580,57.540,4.060,-154.770
-0.321,-0.025,-0.582,62.650,7.560,-158.060
-0.282,-0.074,-0.567,66.290,9.940,-162.050
-0.247,-0.108,-0.548,68.950,12.320,-165.900
-0.224,-0.142,-0.519,71.190,15.750,-169.470
-0.209,-0.179,-0.505,72.380,19.110,-171.570
-0.189,-0.216,-0.497,71.470,22.890,-173.740
-0.163,-0.251,-0.481,69.440,24.010,-178.080
-0.141,-0.278,-0.466,67.410,24.080,-184.870

0.858,-1.065,-0.595,42.490,67.830,-154.140
0.882,-1.074,-0.610,35.770,62.720,-145.880
0.903,-1.088,-0.609,31.570,56.840,-139.230
0.897,-1.128,-0.625,28.560,52.220,-131.600
0.910,-1.168,-0.652,26.670,48.370,-123.130
0.948,-1.213,-0.674,26.110,45.430,-114.660
0.966,-1.266,-0.687,22.470,41.020,-106.330
1.017,-1.383,-0.726,13.720,36.890,-97.860
1.025,-1.423,-0.756,7.770,31.220,-85.680
1.021,-1.465,-0.792,0.490,22.050,-70.630
1.036,-1.546,-0.837,-10.780,14.630,-51.800
1.047,-1.599,-0.882,-20.300,4.760,-35.560
1.054,-1.590,-0.911,-23.730,-0.490,-22.050
1.044,-1.598,-0.921,-19.880,-8.470,-1.400
0.961,-1.642,-0.955,-17.430,-14.910,19.600
0.926,-1.637,-0.954,-14.980,-18.760,39.970
0.882,-1.651,-0.950,-15.820,-22.680,64.820
0.851,-1.717,-0.948,-25.830,-27.580,80.500
0.846,-1.727,-0.948,-36.750,-34.370,95.760
0.856,-1.744,-0.940,-50.750,-43.050,109.690
0.884,-1.770,-0.940,-65.310,-53.760,123.830
0.924,-1.745,-0.930,-76.090,-70.000,137.480
0.933,-1.681,-0.913,-83.160,-80.920,150.640
0.933,-1.633,-0.878,-89.390,-90.230,163.450
0.940,-1.598,-0.845,-97.720,-99.330,179.340
0.960,-1.523,-0.818,-105.840,-108.080,191.380
0.973,-1.441,-0.805,-108.010,-115.500,202.930
0.978,-1.359,-0.799,-107.870,-120.960,214.200
0.988,-1.274,-0.773,-106.260,-127.050,224.630
0.993,-1.199,-0.747,-104.370,-131.810,234.080
0.982,-1.135,-0.715,-101.920,-136.430,242.410
0.955,-1.075,-0.684,-99.470,-140.070,252.070
0.933,-1.003,-0.640,-98.420,-143.500,257.810
0.910,-0.949,-0.608,-96.530,-146.790,262.850
0.887,-0.901,-0.556,-96.810,-151.760,266.910
0.871,-0.869,-0.544,-98.700,-154.980,268.660
0.856,-0.828,-0.532,-99.470,-157.640,270.550
0.839,-0.752,-0.513,-97.720,-159.670,272.300
0.817,-0.699,-0.500,-95.410,-161.070,273.140
0.793,-0.640,-0.478,-90.930,-161.770,275.030
0.748,-0.553,-0.444,-83.230,-161.630,275.870
0.696,-0.496,-0.427,-74.340,-159.880,277.410
0.645,-0.493,-0.410,-68.040,-157.150,278.880
0.592,-0.448,-0.366,-63.770,-155.050,279.930
0.534,-0.443,-0.346,-64.610,-153.370,279.720
0.470,-0.405,-0.325,-65.100,-150.990,279.580
0.439,-0.379,-0.305,-68.180,-149.100,278.040
0.387,-0.390,-0.345,-69.300,-148.610,276.360
0.390,-0.336,-0.341,-67.760,-143.080,270.130
0.331,-0.260,-0.341,-60.900,-139.930,267.540
0.283,-0.253,-0.349,-55.860,-132.930,259.420
0.256,-0.215,-0.347,-52.430,-126.770,253.680
0.210,-0.198,-0.363,-46.480,-120.400,248.990
0.168,-0.156,-0.378,-40.880,-110.740,245.980
0.140,-0.162,-0.408,-37.730,-104.930,241.640
0.123,-0.150,-0.407,-36.470,-99.750,238.490
0.080,-0.116,-0.403,-33.530,-94.360,233.030
0.027,-0.098,-0.403,-30.170,-88.340,228.620
0.012,-0.104,-0.399,-27.580,-81.970,224.070
-0.001,-0.082,-0.401,-24.150,-75.460,220.360
-0.022,-0.039,-0.375,-19.110,-73.850,215.950
-0.076,-0.007,-0.380,-14.070,-71.400,212.380
-0.168,0.048,-0.410,-5.810,-63.700,214.060
-0.202,0.041,-0.458,-4.550,-50.680,200.480
-0.261,0.158,-0.423,5.040,-43.680,198.870
-0.279,0.079,-0.455,8.120,-38.570,195.440
-0.224,0.059,-0.457,9.100,-36.050,191.800
-0.266,0.089,-0.467,8.890,-28.700,186.270
-0.341,0.088,-0.462,7.560,-19.110,178.850
-0.350,0.117,-0.485,1.400,-9.240,172.340
-0.398,0.141,-0.532,-2.800,-6.650,164.500
-0.421,0.203,-0.559,-2.870,-3.780,154.840
-0.456,0.240,-0.585,-5.390,1.540,147.490
-0.492,0.235,-0.601,-3.500,0.910,140.000
-0.502,0.257,-0.584,-0.490,-2.240,133.910
-0.515,0.240,-0.575,0.070,-1.330,125.440
-0.544,0.224,-0.589,0.770,-3.220,119.490
-0.554,0.242,-0.615,3.360,-3.570,113.610
-0.577,0.303,-0.649,7.140,-0.210,104.090
-0.618,0.317,-0.691,7.420,5.040,96.950
-0.617,0.339,-0.716,6.090,6.090,91.000
-0.608,0.369,-0.746,5.950,5.040,83.020
-0.618,0.405,-0.765,7.280,4.900,75.600
-0.646,0.450,-0.778,8.540,5.460,69.580
-0.669,0.497,-0.825,9.590,6.370,63.280
-0.680,0.555,-0.852,12.250,6.860,56.980
-0.706,0.628,-0.887,16.170,6.510,51.170
-0.723,0.680,-0.924,18.340,4.760,43.470
-0.722,0.722,-0.950,19.320,1.400,34.440
-0.714,0.760,-0.972,19.110,-3.150,20.930
-0.713,0.815,-0.980,17.500,-8.750,9.870
-0.716,0.822,-0.968,16.170,-15.260,-1.470
-0.715,0.828,-0.952,13.790,-19.950,-13.020
-0.719,0.835,-0.948,10.920,-21.980,-25.200
-0.706,0.810,-0.956,7.350,-26.180,-37.940
-0.685,0.804,-0.928,3.150,-31.010,-48.720
-0.673,0.772,-0.901,-3.920,-35.000,-58.520
-0.694,0.737,-0.859,-17.850,-38.080,-73.150
-0.668,0.763,-0.836,-22.540,-39.340,-84.700
-0.650,0.799,-0.820,-18.690,-34.580,-92.680
-0.664,0.772,-0.803,-13.370,-30.870,-101.150
-0.635,0.712,-0.804,-6.580,-28.280,-107.590
-0.601,0.627,-0.793,0.490,-23.380,-116.970
-0.576,0.555,-0.769,3.500,-18.410,-124.040
-0.543,0.484,-0.750,5.040,-15.540,-128.870
-0.530,0.419,-0.747,6.370,-8.890,-135.730
-0.501,0.366,-0.714,7.840,-3.780,-142.730
-0.471,0.302,-0.684,8.330,0.000,-147.350
-0.463,0.224,-0.664,8.400,2.940,-150.570
-0.452,0.170,-0.656,9.100,6.020,-153.510
-0.440,0.129,-0.641,10.780,9.730,-156.100
-0.430,0.088,-0.618,14.210,13.440,-159.110
-0.421,0.052,-0.604,16.590,17.780,-161.560
-0.413,0.012,-0.589,20.370,22.260,-163.730
-0.399,-0.013,-0.561,26.600,26.180,-165.760
-0.377,-0.055,-0.541,34.020,28.980,-169.190
-0.355,-0.068,-0.530,37.800,32.060,-170.660
-0.337,-0.111,-0.547,40.950,35.910,-173.320
-0.320,-0.145,-0.526,44.240,40.110,-175.070

0.747,-1.063,-0.759,25.970,97.160,-145.040
0.773,-1.051,-0.769,35.000,94.290,-137.970
0.811,-1.127,-0.789,40.530,91.280,-129.290
0.877,-1.200,-0.823,45.780,82.250,-120.190
0.921,-1.236,-0.839,49.070,73.220,-109.270
0.951,-1.310,-0.866,49.770,63.140,-98.070
0.970,-1.394,-0.889,47.110,52.080,-86.030
1.006,-1.511,-0.909,37.870,39.970,-71.960
1.054,-1.629,-0.946,23.100,26.880,-52.500
1.064,-1.658,-0.975,13.580,13.860,-37.730
1.044,-1.661,-0.999,4.970,2.100,-19.110
0.983,-1.651,-1.021,-2.520,-7.420,-0.910
0.891,-1.634,-1.029,-8.680,-17.570,17.710
0.836,-1.634,-1.040,-15.120,-22.820,35.560
0.806,-1.640,-1.046,-22.400,-27.860,52.010
0.777,-1.651,-1.041,-35.070,-33.390,71.540
0.742,-1.642,-1.035,-44.310,-39.200,83.230
0.695,-1.646,-1.019,-52.220,-46.340,95.760
0.683,-1.654,-0.980,-62.510,-55.580,106.820
0.681,-1.643,-0.958,-74.970,-62.580,115.290
0.684,-1.591,-0.952,-85.330,-69.020,140.840
0.669,-1.506,-0.941,-94.990,-80.220,141.050
0.669,-1.461,-0.951,-103.880,-88.760,150.640
0.698,-1.409,-0.952,-110.390,-98.490,160.160
0.725,-1.348,-0.928,-113.470,-111.090,168.140
0.730,-1.302,-0.902,-115.570,-119.140,175.070
0.721,-1.205,-0.854,-113.890,-126.350,182.560
0.696,-1.139,-0.806,-111.090,-131.670,191.940
0.692,-1.121,-0.771,-108.710,-135.450,198.940
0.695,-1.077,-0.731,-105.210,-139.090,204.470
0.693,-1.031,-0.685,-100.870,-142.240,208.670
0.678,-1.000,-0.648,-97.720,-144.830,212.800
0.660,-0.990,-0.593,-100.940,-147.910,215.740
0.661,-0.975,-0.563,-106.610,-151.690,217.140
0.641,-0.930,-0.542,-109.270,-155.120,218.400
0.634,-0.881,-0.532,-106.470,-157.780,221.970
0.622,-0.802,-0.525,-100.800,-159.460,225.470
0.611,-0.789,-0.526,-96.810,-159.600,228.340
0.588,-0.740,-0.510,-93.730,-159.600,232.540
0.551,-0.704,-0.495,-93.100,-158.760,236.530
0.515,-0.665,-0.495,-93.520,-157.780,239.750
0.470,-0.612,-0.471,-92.330,-156.030,242.900
0.433,-0.581,-0.457,-94.290,-154.350,246.050
0.409,-0.586,-0.454,-100.170,-153.650,246.680
0.404,-0.546,-0.467,-100.030,-153.370,247.590
0.388,-0.470,-0.460,-95.760,-153.090,247.590
0.332,-0.395,-0.427,-87.990,-151.550,247.240
0.251,-0.354,-0.420,-79.660,-146.370,247.940
0.191,-0.340,-0.435,-74.480,-139.160,248.430
0.175,-0.300,-0.438,-66.500,-134.260,246.190
0.152,-0.237,-0.401,-59.080,-131.040,241.780
0.108,-0.257,-0.398,-54.950,-126.000,237.370
0.073,-0.283,-0.424,-51.730,-118.440,234.430
0.072,-0.243,-0.408,-47.530,-114.310,231.700
0.059,-0.218,-0.431,-47.810,-110.530,229.320
0.030,-0.197,-0.449,-45.430,-106.750,226.450
0.005,-0.115,-0.477,-40.460,-102.200,223.510
-0.026,-0.036,-0.469,-33.530,-97.650,221.410
-0.073,0.001,-0.441,-28.980,-93.520,218.890
-0.119,-0.010,-0.417,-26.950,-87.430,215.950
-0.147,-0.046,-0.428,-26.390,-86.660,212.100
-0.157,-0.009,-0.432,-23.100,-78.120,210.210
-0.153,0.047,-0.422,-19.670,-73.080,197.610
-0.314,0.176,-0.448,-7.070,-59.710,198.800
-0.295,0.132,-0.484,0.210,-53.060,197.330
-0.223,0.166,-0.485,6.790,-49.560,197.540
-0.228,0.189,-0.465,13.020,-44.450,195.230
-0.287,0.161,-0.448,13.370,-35.280,185.920
-0.289,0.142,-0.446,4.340,-21.910,171.920
-0.329,0.126,-0.455,-3.080,-14.560,164.360
-0.346,0.185,-0.478,-8.400,-8.120,159.320
-0.412,0.291,-0.529,-2.800,-2.660,154.350
-0.413,0.366,-0.553,4.340,-3.290,152.880
-0.418,0.402,-0.595,7.840,-0.980,148.190
-0.428,0.405,-0.622,14.070,-4.410,143.710
-0.415,0.432,-0.612,21.700,-7.490,139.510
-0.482,0.459,-0.595,28.770,-12.110,141.750
-0.530,0.461,-0.615,32.130,-13.020,141.400
-0.547,0.489,-0.633,34.300,-10.920,135.380
-0.544,0.548,-0.646,38.360,-11.410,130.970
-0.567,0.554,-0.696,43.120,-11.620,125.370
-0.599,0.571,-0.731,42.770,-8.400,116.900
-0.575,0.597,-0.760,40.600,-9.100,108.570
-0.588,0.630,-0.790,38.920,-11.130,98.420
-0.593,0.667,-0.824,38.920,-11.480,88.760
-0.650,0.713,-0.829,36.820,-10.570,78.120
-0.658,0.760,-0.821,35.980,-8.260,69.720
-0.797,0.956,-0.732,39.690,-11.760,62.160
-0.542,0.850,-0.833,40.530,-1.680,24.360
-0.822,1.091,-0.736,31.570,-4.900,17.220
-0.842,1.055,-0.852,40.250,-2.660,7.840
-0.683,0.853,-0.865,25.550,-8.680,-11.550
-0.724,0.898,-0.813,15.190,-13.860,-21.560
-0.756,0.922,-0.776,10.640,-21.070,-27.160
-0.719,0.870,-0.785,3.780,-30.730,-32.900
-0.686,0.801,-0.792,-8.470,-33.390,-47.670
-0.677,0.799,-0.800,-17.920,-37.100,-57.400
-0.701,0.812,-0.802,-16.100,-33.460,-71.400
-0.707,0.865,-0.779,-4.410,-26.880,-79.030
-0.661,0.774,-0.782,3.500,-19.880,-91.910
-0.630,0.684,-0.778,7.420,-18.830,-98.770
-0.638,0.573,-0.777,5.460,-16.800,-109.830
-0.617,0.560,-0.760,3.780,-15.470,-118.580
-0.626,0.523,-0.755,6.160,-10.500,-129.710
-0.584,0.496,-0.739,9.030,-2.450,-137.900
-0.577,0.446,-0.713,12.880,3.360,-142.450
-0.548,0.379,-0.717,16.240,7.630,-146.930
-0.490,0.317,-0.712,19.950,9.940,-150.290
-0.454,0.256,-0.716,21.420,12.180,-152.810
-0.418,0.163,-0.702,21.280,10.500,-156.660
-0.383,0.124,-0.689,19.460,11.480,-160.300
-0.396,0.105,-0.660,17.710,14.000,-164.710
-0.381,0.080,-0.627,16.310,17.010,-168.560
-0.379,0.065,-0.591,15.330,26.460,-174.510
-0.386,0.073,-0.551,12.950,34.650,-181.440
-0.320,0.063,-0.520,13.930,33.880,-185.500
-0.273,0.057,-0.519,23.450,28.770,-181.650
-0.317,0.036,-0.513,29.470,29.050,-182.630
-0.320,0.011,-0.521,36.750,32.060,-183.330

